Período,"Number Of Orders, %","Number Of Orders","Produtos Vendidos",Desconto,Frete,Imposto,"Shipping Tax",Faturado,Reembolsado,SubTotal,"Total da Venda","Invoiced Cost","Gross Profit","Average Items Ordered","Average Discount","Average Subtotal","Average Shipping","Average Tax","Average Shipping Tax","Average Invoiced"
"20 Sep, 2022",0.2,38,64," -R$334,70","R$632,78","R$0,00","R$0,00","R$15.727,99",,"R$19.559,00","R$15.727,99","R$0,00","R$19.559,00",1.68," -R$8,81","R$514,71","R$16,65","R$0,00","R$0,00","R$413,89"
"21 Sep, 2022",0.2,39,73," -R$645,50","R$259,40","R$0,00","R$0,00","R$18.948,10",,"R$21.489,00","R$18.948,10","R$0,00","R$21.489,00",1.87," -R$16,55","R$551,00","R$6,65","R$0,00","R$0,00","R$485,85"
"22 Sep, 2022",0.2,43,79," -R$844,20","R$501,06","R$0,00","R$0,00","R$21.140,50",,"R$23.444,00","R$21.140,50","R$0,00","R$23.444,00",1.84," -R$19,63","R$545,21","R$11,65","R$0,00","R$0,00","R$491,64"
"23 Sep, 2022",0.1,28,71," -R$197,50","R$257,91","R$0,00","R$0,00","R$20.156,41",,"R$20.606,00","R$20.156,41","R$0,00","R$20.606,00",2.54," -R$7,05","R$735,93","R$9,21","R$0,00","R$0,00","R$719,87"
"24 Sep, 2022",0.1,24,65," -R$92,90","R$363,35","R$0,00","R$0,00","R$16.850,74",,"R$18.390,00","R$16.850,74","R$0,00","R$18.390,00",2.71," -R$3,87","R$766,25","R$15,14","R$0,00","R$0,00","R$702,11"
"25 Sep, 2022",0.2,34,79," -R$155,10","R$535,93","R$0,00","R$0,00","R$23.134,15",,"R$23.107,00","R$23.134,15","R$0,00","R$23.107,00",2.32," -R$4,56","R$679,62","R$15,76","R$0,00","R$0,00","R$680,42"
"26 Sep, 2022",0.1,31,51," -R$570,00","R$443,24","R$0,00","R$0,00","R$14.228,04",,"R$14.760,00","R$14.228,04","R$0,00","R$14.760,00",1.65," -R$18,39","R$476,13","R$14,30","R$0,00","R$0,00","R$458,97"
"27 Sep, 2022",0.2,35,68," -R$121,60","R$530,30","R$0,00","R$0,00","R$18.324,87",,"R$19.153,00","R$18.324,87","R$0,00","R$19.153,00",1.94," -R$3,47","R$547,23","R$15,15","R$0,00","R$0,00","R$523,57"
"28 Sep, 2022",0.2,37,70," -R$236,60","R$496,93","R$0,00","R$0,00","R$18.738,88",,"R$20.514,95","R$18.738,88","R$0,00","R$20.514,95",1.89," -R$6,39","R$554,46","R$13,43","R$0,00","R$0,00","R$506,46"
"29 Sep, 2022",0.2,40,67," -R$585,80","R$423,41","R$0,00","R$0,00","R$19.748,11",,"R$22.607,00","R$19.748,11","R$0,00","R$22.607,00",1.68," -R$14,65","R$565,18","R$10,59","R$0,00","R$0,00","R$493,70"
"30 Sep, 2022",0.1,25,55," -R$220,70","R$205,08","R$0,00","R$0,00","R$14.633,98",,"R$16.617,00","R$14.633,98","R$0,00","R$16.617,00",2.2," -R$8,83","R$664,68","R$8,20","R$0,00","R$0,00","R$585,36"
"01 Oct, 2022",0.1,28,62," -R$405,80","R$242,07","R$0,00","R$0,00","R$21.122,14",,"R$22.459,00","R$21.122,14","R$0,00","R$22.459,00",2.21," -R$14,49","R$802,11","R$8,65","R$0,00","R$0,00","R$754,36"
"02 Oct, 2022",0.2,41,87," -R$623,60","R$428,68","R$0,00","R$0,00","R$28.210,80",,"R$29.355,00","R$28.210,80","R$0,00","R$29.355,00",2.12," -R$15,21","R$715,98","R$10,46","R$0,00","R$0,00","R$688,07"
"03 Oct, 2022",0.2,40,67," -R$457,30","R$564,20","R$0,00","R$0,00","R$16.481,35",,"R$19.486,00","R$16.481,35","R$0,00","R$19.486,00",1.68," -R$11,43","R$487,15","R$14,11","R$0,00","R$0,00","R$412,03"
"04 Oct, 2022",0.2,46,84," -R$224,60","R$655,10","R$0,00","R$0,00","R$21.430,46",,"R$23.433,00","R$21.430,46","R$0,00","R$23.433,00",1.83," -R$4,88","R$509,41","R$14,24","R$0,00","R$0,00","R$465,88"
"05 Oct, 2022",0.2,34,84," -R$643,40","R$365,73","R$0,00","R$0,00","R$23.007,32",,"R$26.001,00","R$23.007,32","R$0,00","R$26.001,00",2.47," -R$18,92","R$764,74","R$10,76","R$0,00","R$0,00","R$676,69"
"06 Oct, 2022",0.1,25,41," -R$229,40","R$240,17","R$0,00","R$0,00","R$12.299,69",,"R$12.461,00","R$12.299,69","R$0,00","R$12.461,00",1.64," -R$9,18","R$498,44","R$9,61","R$0,00","R$0,00","R$491,99"
"07 Oct, 2022",0.2,45,88," -R$538,20","R$404,08","R$0,00","R$0,00","R$23.478,98",,"R$26.608,00","R$23.478,98","R$0,00","R$26.608,00",1.96," -R$11,96","R$591,29","R$8,98","R$0,00","R$0,00","R$521,76"
"08 Oct, 2022",0.1,26,70," -R$275,10","R$362,83","R$0,00","R$0,00","R$21.304,08",,"R$22.162,00","R$21.304,08","R$0,00","R$22.162,00",2.69," -R$10,58","R$852,38","R$13,96","R$0,00","R$0,00","R$819,39"
"09 Oct, 2022",0.1,32,71," -R$300,60","R$476,58","R$0,00","R$0,00","R$21.186,48",,"R$21.706,00","R$21.186,48","R$0,00","R$21.706,00",2.22," -R$9,39","R$678,31","R$14,89","R$0,00","R$0,00","R$662,08"
"10 Oct, 2022",0.1,21,41," -R$131,20","R$307,22","R$0,00","R$0,00","R$11.556,45",,"R$11.892,00","R$11.556,45","R$0,00","R$11.892,00",1.95," -R$6,25","R$566,29","R$14,63","R$0,00","R$0,00","R$550,31"
"11 Oct, 2022",0.1,26,41," -R$91,30","R$346,68","R$0,00","R$0,00","R$9.640,88",,"R$12.634,00","R$9.640,88","R$0,00","R$12.634,00",1.58," -R$3,51","R$485,92","R$13,33","R$0,00","R$0,00","R$370,80"
"12 Oct, 2022",0.1,30,67," -R$131,40","R$489,19","R$0,00","R$0,00","R$19.573,75",,"R$20.542,00","R$19.573,75","R$0,00","R$20.542,00",2.23," -R$4,38","R$684,73","R$16,31","R$0,00","R$0,00","R$652,46"
"13 Oct, 2022",0.1,29,47," -R$798,00","R$323,86","R$0,00","R$0,00","R$14.036,61",,"R$15.431,00","R$14.036,61","R$0,00","R$15.431,00",1.62," -R$27,52","R$532,10","R$11,17","R$0,00","R$0,00","R$484,02"
"14 Oct, 2022",0.1,25,53," -R$78,00","R$328,20","R$0,00","R$0,00","R$15.598,05",,"R$15.702,00","R$15.598,05","R$0,00","R$15.702,00",2.12," -R$3,12","R$628,08","R$13,13","R$0,00","R$0,00","R$623,92"
"15 Oct, 2022",0.2,39,75," -R$67,90","R$391,11","R$0,00","R$0,00","R$24.413,50",,"R$24.949,00","R$24.413,50","R$0,00","R$24.949,00",1.92," -R$1,74","R$639,72","R$10,03","R$0,00","R$0,00","R$625,99"
"16 Oct, 2022",0.1,28,41," -R$28,30","R$440,47","R$0,00","R$0,00","R$14.536,17",,"R$14.124,00","R$14.536,17","R$0,00","R$14.124,00",1.46," -R$1,01","R$504,43","R$15,73","R$0,00","R$0,00","R$519,15"
"17 Oct, 2022",0.2,46,104," -R$949,50","R$603,65","R$0,00","R$0,00","R$28.884,92",,"R$31.834,00","R$28.884,92","R$0,00","R$31.834,00",2.26," -R$20,64","R$692,04","R$13,12","R$0,00","R$0,00","R$627,93"
"18 Oct, 2022",0.3,56,91," -R$598,10","R$731,49","R$0,00","R$0,00","R$28.187,57",,"R$29.642,00","R$28.187,57","R$0,00","R$29.642,00",1.63," -R$10,68","R$529,32","R$13,06","R$0,00","R$0,00","R$503,35"
"19 Oct, 2022",0.2,41,105," -R$563,30","R$507,57","R$0,00","R$0,00","R$28.924,44",,"R$31.996,00","R$28.924,44","R$0,00","R$31.996,00",2.56," -R$13,74","R$780,39","R$12,38","R$0,00","R$0,00","R$705,47"
"20 Oct, 2022",0.2,35,69," -R$636,90","R$264,83","R$0,00","R$0,00","R$20.402,17",,"R$21.267,00","R$20.402,17","R$0,00","R$21.267,00",1.97," -R$18,20","R$607,63","R$7,57","R$0,00","R$0,00","R$582,92"
"21 Oct, 2022",0.2,38,71," -R$610,40","R$478,12","R$0,00","R$0,00","R$22.919,62",,"R$24.093,00","R$22.919,62","R$0,00","R$24.093,00",1.87," -R$16,06","R$634,03","R$12,58","R$0,00","R$0,00","R$603,15"
"22 Oct, 2022",0.2,43,95," -R$387,60","R$505,29","R$0,00","R$0,00","R$30.187,25",,"R$31.046,99","R$30.187,25","R$0,00","R$31.046,99",2.21," -R$9,01","R$722,02","R$11,75","R$0,00","R$0,00","R$702,03"
"23 Oct, 2022",0.1,31,61," -R$939,70","R$278,78","R$0,00","R$0,00","R$17.491,53",,"R$18.712,00","R$17.491,53","R$0,00","R$18.712,00",1.97," -R$30,31","R$603,61","R$8,99","R$0,00","R$0,00","R$564,24"
"24 Oct, 2022",0.2,41,87," -R$1.154,00","R$535,10","R$0,00","R$0,00","R$22.744,27",,"R$27.212,00","R$22.744,27","R$0,00","R$27.212,00",2.12," -R$28,15","R$663,71","R$13,05","R$0,00","R$0,00","R$554,74"
"25 Oct, 2022",0.2,38,68," -R$785,00","R$350,24","R$0,00","R$0,00","R$18.908,71",,"R$23.819,00","R$18.908,71","R$0,00","R$23.819,00",1.79," -R$20,66","R$626,82","R$9,22","R$0,00","R$0,00","R$497,60"
"26 Oct, 2022",0.2,36,97," -R$910,50","R$286,66","R$0,00","R$0,00","R$27.717,84",,"R$29.970,00","R$27.717,84","R$0,00","R$29.970,00",2.69," -R$25,29","R$832,50","R$7,96","R$0,00","R$0,00","R$769,94"
"27 Oct, 2022",0.2,34,63," -R$695,80","R$405,92","R$0,00","R$0,00","R$19.629,25",,"R$21.353,00","R$19.629,25","R$0,00","R$21.353,00",1.85," -R$20,46","R$628,03","R$11,94","R$0,00","R$0,00","R$577,33"
"28 Oct, 2022",0.2,41,90," -R$1.388,00","R$470,82","R$0,00","R$0,00","R$25.332,73",,"R$28.111,00","R$25.332,73","R$0,00","R$28.111,00",2.2," -R$33,85","R$685,63","R$11,48","R$0,00","R$0,00","R$617,87"
"29 Oct, 2022",0.2,34,61," -R$612,60","R$384,51","R$0,00","R$0,00","R$17.840,19",,"R$18.653,00","R$17.840,19","R$0,00","R$18.653,00",1.79," -R$18,02","R$548,62","R$11,31","R$0,00","R$0,00","R$524,71"
"30 Oct, 2022",0.1,23,36," -R$49,70","R$245,72","R$0,00","R$0,00","R$11.343,77",,"R$11.906,00","R$11.343,77","R$0,00","R$11.906,00",1.57," -R$2,16","R$517,65","R$10,68","R$0,00","R$0,00","R$493,21"
"31 Oct, 2022",0.2,34,53," -R$445,60","R$382,71","R$0,00","R$0,00","R$14.608,66",,"R$17.513,00","R$14.608,66","R$0,00","R$17.513,00",1.56," -R$13,11","R$515,09","R$11,26","R$0,00","R$0,00","R$429,67"
"01 Nov, 2022",0.2,37,76," -R$580,80","R$370,89","R$0,00","R$0,00","R$18.639,39",,"R$21.666,00","R$18.639,39","R$0,00","R$21.666,00",2.05," -R$15,70","R$585,57","R$10,02","R$0,00","R$0,00","R$503,77"
"02 Nov, 2022",0.2,35,72," -R$421,20","R$359,74","R$0,00","R$0,00","R$23.153,78",,"R$24.111,00","R$23.153,78","R$0,00","R$24.111,00",2.06," -R$12,03","R$688,89","R$10,28","R$0,00","R$0,00","R$661,54"
"03 Nov, 2022",0.2,37,68," -R$1.014,50","R$312,51","R$0,00","R$0,00","R$19.887,31",,"R$21.986,00","R$19.887,31","R$0,00","R$21.986,00",1.84," -R$27,42","R$594,22","R$8,45","R$0,00","R$0,00","R$537,49"
"04 Nov, 2022",0.2,34,67," -R$968,70","R$407,53","R$0,00","R$0,00","R$20.174,28",,"R$23.346,00","R$20.174,28","R$0,00","R$23.346,00",1.97," -R$28,49","R$686,65","R$11,99","R$0,00","R$0,00","R$593,36"
"05 Nov, 2022",0.1,32,55," -R$314,70","R$237,70","R$0,00","R$0,00","R$15.336,65",,"R$16.396,00","R$15.336,65","R$0,00","R$16.396,00",1.72," -R$9,83","R$512,38","R$7,43","R$0,00","R$0,00","R$479,27"
"06 Nov, 2022",0.1,29,57," -R$343,50","R$340,07","R$0,00","R$0,00","R$17.665,16",,"R$18.064,00","R$17.665,16","R$0,00","R$18.064,00",1.97," -R$11,84","R$622,90","R$11,73","R$0,00","R$0,00","R$609,14"
"07 Nov, 2022",0.2,35,67," -R$842,20","R$487,07","R$0,00","R$0,00","R$18.281,02",,"R$20.309,99","R$18.281,02","R$0,00","R$20.309,99",1.91," -R$24,06","R$580,29","R$13,92","R$0,00","R$0,00","R$522,31"
"08 Nov, 2022",0.2,34,64," -R$826,20","R$247,00","R$0,00","R$0,00","R$18.822,66",,"R$21.991,00","R$18.822,66","R$0,00","R$21.991,00",1.88," -R$24,30","R$646,79","R$7,26","R$0,00","R$0,00","R$553,61"
"09 Nov, 2022",0.2,46,67," -R$574,30","R$421,52","R$0,00","R$0,00","R$22.166,22",,"R$23.317,00","R$22.166,22","R$0,00","R$23.317,00",1.46," -R$12,48","R$506,89","R$9,16","R$0,00","R$0,00","R$481,87"
"10 Nov, 2022",0.2,51,84," -R$753,10","R$550,26","R$0,00","R$0,00","R$26.530,21",,"R$26.828,00","R$26.530,21","R$0,00","R$26.828,00",1.65," -R$14,77","R$526,04","R$10,79","R$0,00","R$0,00","R$520,20"
"11 Nov, 2022",0.2,33,64," -R$340,20","R$313,36","R$0,00","R$0,00","R$16.285,81",,"R$21.329,00","R$16.285,81","R$0,00","R$21.329,00",1.94," -R$10,31","R$646,33","R$9,50","R$0,00","R$0,00","R$493,51"
"12 Nov, 2022",0.1,28,57," -R$726,40","R$379,00","R$0,00","R$0,00","R$15.908,32",,"R$17.210,00","R$15.908,32","R$0,00","R$17.210,00",2.04," -R$25,94","R$614,64","R$13,54","R$0,00","R$0,00","R$568,15"
"13 Nov, 2022",0.1,24,51," -R$400,20","R$287,29","R$0,00","R$0,00","R$15.136,09",,"R$18.484,00","R$15.136,09","R$0,00","R$18.484,00",2.13," -R$16,68","R$770,17","R$11,97","R$0,00","R$0,00","R$630,67"
"14 Nov, 2022",0.1,31,82," -R$650,30","R$412,84","R$0,00","R$0,00","R$21.566,54",,"R$21.804,00","R$21.566,54","R$0,00","R$21.804,00",2.65," -R$20,98","R$703,35","R$13,32","R$0,00","R$0,00","R$695,69"
"15 Nov, 2022",0.2,33,61," -R$383,14","R$430,80","R$0,00","R$0,00","R$14.239,17",,"R$17.179,40","R$14.239,17","R$0,00","R$17.179,40",1.85," -R$11,61","R$520,59","R$13,05","R$0,00","R$0,00","R$431,49"
"16 Nov, 2022",0.1,27,47," -R$385,40","R$382,00","R$0,00","R$0,00","R$12.773,90",,"R$14.605,30","R$12.773,90","R$0,00","R$14.605,30",1.74," -R$14,27","R$540,94","R$14,15","R$0,00","R$0,00","R$473,11"
"17 Nov, 2022",0.2,39,97," -R$475,10","R$586,13","R$0,00","R$0,00","R$26.936,32",,"R$28.807,79","R$26.936,32","R$0,00","R$28.807,79",2.49," -R$12,18","R$738,66","R$15,03","R$0,00","R$0,00","R$690,67"
"18 Nov, 2022",0.2,47,89," -R$778,53","R$459,19","R$0,00","R$0,00","R$31.448,42",,"R$33.079,20","R$31.448,42","R$0,00","R$33.079,20",1.89," -R$16,56","R$703,81","R$9,77","R$0,00","R$0,00","R$669,12"
"19 Nov, 2022",0.2,48,105," -R$1.366,10","R$311,52","R$0,00","R$0,00","R$33.533,57",,"R$36.535,15","R$33.533,57","R$0,00","R$36.535,15",2.19," -R$28,46","R$761,15","R$6,49","R$0,00","R$0,00","R$698,62"
"20 Nov, 2022",0.1,30,49," -R$545,90","R$482,20","R$0,00","R$0,00","R$16.765,70",,"R$17.082,40","R$16.765,70","R$0,00","R$17.082,40",1.63," -R$18,20","R$569,41","R$16,07","R$0,00","R$0,00","R$558,86"
"21 Nov, 2022",0.3,56,106," -R$1.537,04","R$510,52","R$0,00","R$0,00","R$34.442,22",,"R$36.609,40","R$34.442,22","R$0,00","R$36.609,40",1.89," -R$27,45","R$653,74","R$9,12","R$0,00","R$0,00","R$615,04"
"22 Nov, 2022",0.2,51,120," -R$1.183,13","R$675,40","R$0,00","R$0,00","R$35.218,66",,"R$38.319,01","R$35.218,66","R$0,00","R$38.319,01",2.35," -R$23,20","R$751,35","R$13,24","R$0,00","R$0,00","R$690,56"
"23 Nov, 2022",0.2,44,79," -R$567,52","R$499,26","R$0,00","R$0,00","R$24.915,41",,"R$26.096,55","R$24.915,41","R$0,00","R$26.096,55",1.8," -R$12,90","R$593,10","R$11,35","R$0,00","R$0,00","R$566,26"
"24 Nov, 2022",0.2,45,66," -R$448,90","R$632,40","R$0,00","R$0,00","R$18.679,53",,"R$21.152,00","R$18.679,53","R$0,00","R$21.152,00",1.47," -R$9,98","R$470,04","R$14,05","R$0,00","R$0,00","R$415,10"
"25 Nov, 2022",0.2,52,140," -R$1.793,24","R$522,22","R$0,00","R$0,00","R$37.384,22",,"R$41.630,50","R$37.384,22","R$0,00","R$41.630,50",2.69," -R$34,49","R$800,59","R$10,04","R$0,00","R$0,00","R$718,93"
"26 Nov, 2022",0.2,53,95," -R$765,60","R$590,23","R$0,00","R$0,00","R$29.690,37",,"R$31.173,49","R$29.690,37","R$0,00","R$31.173,49",1.79," -R$14,45","R$588,18","R$11,14","R$0,00","R$0,00","R$560,20"
"27 Nov, 2022",0.3,63,96," -R$891,10","R$679,88","R$0,00","R$0,00","R$31.932,48",,"R$33.782,70","R$31.932,48","R$0,00","R$33.782,70",1.52," -R$14,14","R$536,23","R$10,79","R$0,00","R$0,00","R$506,86"
"28 Nov, 2022",0.2,40,78," -R$887,20","R$482,51","R$0,00","R$0,00","R$23.542,14",,"R$24.940,99","R$23.542,14","R$0,00","R$24.940,99",1.95," -R$22,18","R$623,52","R$12,06","R$0,00","R$0,00","R$588,55"
"29 Nov, 2022",0.2,41,68," -R$372,50","R$598,57","R$0,00","R$0,00","R$17.533,02",,"R$20.539,45","R$17.533,02","R$0,00","R$20.539,45",1.66," -R$9,09","R$500,96","R$14,60","R$0,00","R$0,00","R$427,63"
"30 Nov, 2022",0.2,46,70," -R$778,20","R$476,43","R$0,00","R$0,00","R$24.936,17",,"R$26.399,80","R$24.936,17","R$0,00","R$26.399,80",1.52," -R$16,92","R$573,91","R$10,36","R$0,00","R$0,00","R$542,09"
"01 Dec, 2022",0.3,56,87," -R$1.147,40","R$820,63","R$0,00","R$0,00","R$28.684,68",,"R$33.423,40","R$28.684,68","R$0,00","R$33.423,40",1.55," -R$20,49","R$596,85","R$14,65","R$0,00","R$0,00","R$512,23"
"02 Dec, 2022",0.2,43,84," -R$409,26","R$476,06","R$0,00","R$0,00","R$24.842,38",,"R$27.236,55","R$24.842,38","R$0,00","R$27.236,55",1.95," -R$9,52","R$633,41","R$11,07","R$0,00","R$0,00","R$577,73"
"03 Dec, 2022",0.2,50,78," -R$613,10","R$484,45","R$0,00","R$0,00","R$26.051,44",,"R$28.265,00","R$26.051,44","R$0,00","R$28.265,00",1.56," -R$12,26","R$565,30","R$9,69","R$0,00","R$0,00","R$521,03"
"04 Dec, 2022",0.2,45,84," -R$642,29","R$518,19","R$0,00","R$0,00","R$23.747,96",,"R$25.002,28","R$23.747,96","R$0,00","R$25.002,28",1.87," -R$14,27","R$555,61","R$11,52","R$0,00","R$0,00","R$527,73"
"05 Dec, 2022",0.2,44,68," -R$540,73","R$487,53","R$0,00","R$0,00","R$24.828,33",,"R$28.653,84","R$24.828,33","R$0,00","R$28.653,84",1.55," -R$12,29","R$651,22","R$11,08","R$0,00","R$0,00","R$564,28"
"06 Dec, 2022",0.3,56,100," -R$1.049,63","R$530,70","R$0,00","R$0,00","R$28.644,76",,"R$29.752,69","R$28.644,76","R$0,00","R$29.752,69",1.79," -R$18,74","R$531,30","R$9,48","R$0,00","R$0,00","R$511,51"
"07 Dec, 2022",0.2,35,84," -R$1.418,30","R$405,27","R$0,00","R$0,00","R$24.601,62",,"R$26.696,15","R$24.601,62","R$0,00","R$26.696,15",2.4," -R$40,52","R$762,75","R$11,58","R$0,00","R$0,00","R$702,90"
"08 Dec, 2022",0.2,35,66," -R$630,02","R$270,93","R$0,00","R$0,00","R$20.253,56",,"R$21.163,15","R$20.253,56","R$0,00","R$21.163,15",1.89," -R$18,00","R$604,66","R$7,74","R$0,00","R$0,00","R$578,67"
"09 Dec, 2022",0.2,42,69," -R$458,50","R$469,02","R$0,00","R$0,00","R$18.952,64",,"R$21.924,00","R$18.952,64","R$0,00","R$21.924,00",1.64," -R$10,92","R$522,00","R$11,17","R$0,00","R$0,00","R$451,25"
"10 Dec, 2022",0.2,34,50," -R$571,33","R$447,30","R$0,00","R$0,00","R$17.090,66",,"R$18.286,95","R$17.090,66","R$0,00","R$18.286,95",1.47," -R$16,80","R$537,85","R$13,16","R$0,00","R$0,00","R$502,67"
"11 Dec, 2022",0.2,33,54," -R$429,22","R$304,69","R$0,00","R$0,00","R$16.386,42",,"R$18.105,15","R$16.386,42","R$0,00","R$18.105,15",1.64," -R$13,01","R$548,64","R$9,23","R$0,00","R$0,00","R$496,56"
"12 Dec, 2022",0.2,54,96," -R$481,69","R$823,91","R$0,00","R$0,00","R$28.941,49",,"R$30.732,24","R$28.941,49","R$0,00","R$30.732,24",1.78," -R$8,92","R$569,12","R$15,26","R$0,00","R$0,00","R$535,95"
"13 Dec, 2022",0.2,46,74," -R$419,60","R$740,12","R$0,00","R$0,00","R$23.146,12",,"R$24.723,40","R$23.146,12","R$0,00","R$24.723,40",1.61," -R$9,12","R$537,47","R$16,09","R$0,00","R$0,00","R$503,18"
"14 Dec, 2022",0.2,49,88," -R$598,70","R$651,09","R$0,00","R$0,00","R$24.382,44",,"R$29.051,65","R$24.382,44","R$0,00","R$29.051,65",1.8," -R$12,22","R$592,89","R$13,29","R$0,00","R$0,00","R$497,60"
"15 Dec, 2022",0.2,48,74," -R$685,20","R$521,00","R$0,00","R$0,00","R$19.385,23",,"R$22.553,55","R$19.385,23","R$0,00","R$22.553,55",1.54," -R$14,28","R$469,87","R$10,85","R$0,00","R$0,00","R$403,86"
"16 Dec, 2022",0.2,52,106," -R$873,20","R$549,22","R$0,00","R$0,00","R$33.276,61",,"R$33.959,69","R$33.276,61","R$0,00","R$33.959,69",2.04," -R$16,79","R$653,07","R$10,56","R$0,00","R$0,00","R$639,93"
"17 Dec, 2022",0.2,37,101," -R$1.018,60","R$283,78","R$0,00","R$0,00","R$28.956,28",,"R$32.822,10","R$28.956,28","R$0,00","R$32.822,10",2.73," -R$27,53","R$887,08","R$7,67","R$0,00","R$0,00","R$782,60"
"18 Dec, 2022",0.1,32,51," -R$416,30","R$291,43","R$0,00","R$0,00","R$16.512,05",,"R$16.963,10","R$16.512,05","R$0,00","R$16.963,10",1.59," -R$13,01","R$530,10","R$9,11","R$0,00","R$0,00","R$516,00"
"19 Dec, 2022",0.2,41,68," -R$711,60","R$380,20","R$0,00","R$0,00","R$20.997,00",,"R$21.903,30","R$20.997,00","R$0,00","R$21.903,30",1.66," -R$17,36","R$534,23","R$9,27","R$0,00","R$0,00","R$512,12"
"20 Dec, 2022",0.1,26,50," -R$383,00","R$180,56","R$0,00","R$0,00","R$13.900,46",,"R$14.556,15","R$13.900,46","R$0,00","R$14.556,15",1.92," -R$14,73","R$559,85","R$6,94","R$0,00","R$0,00","R$534,63"
"21 Dec, 2022",0.1,32,56," -R$370,00","R$292,68","R$0,00","R$0,00","R$17.002,87",,"R$17.809,60","R$17.002,87","R$0,00","R$17.809,60",1.75," -R$11,56","R$556,55","R$9,15","R$0,00","R$0,00","R$531,34"
"22 Dec, 2022",0.1,27,39," -R$445,40","R$308,87","R$0,00","R$0,00","R$14.020,47",,"R$14.350,00","R$14.020,47","R$0,00","R$14.350,00",1.44," -R$16,50","R$531,48","R$11,44","R$0,00","R$0,00","R$519,28"
"23 Dec, 2022",0.1,21,35," -R$209,90","R$149,59","R$0,00","R$0,00","R$9.363,19",,"R$12.187,00","R$9.363,19","R$0,00","R$12.187,00",1.67," -R$10,00","R$580,33","R$7,12","R$0,00","R$0,00","R$445,87"
"24 Dec, 2022",0.1,16,28," -R$80,00","R$146,45","R$0,00","R$0,00","R$10.114,45",,"R$10.048,00","R$10.114,45","R$0,00","R$10.048,00",1.75," -R$5,00","R$628,00","R$9,15","R$0,00","R$0,00","R$632,15"
"25 Dec, 2022",0.1,18,28," -R$123,30","R$258,44","R$0,00","R$0,00","R$8.139,59",,"R$8.379,00","R$8.139,59","R$0,00","R$8.379,00",1.56," -R$6,85","R$465,50","R$14,36","R$0,00","R$0,00","R$452,20"
"26 Dec, 2022",0.1,30,63," -R$515,70","R$264,57","R$0,00","R$0,00","R$21.446,17",,"R$21.697,30","R$21.446,17","R$0,00","R$21.697,30",2.1," -R$17,19","R$723,24","R$8,82","R$0,00","R$0,00","R$714,87"
"27 Dec, 2022",0.1,20,61," -R$441,00","R$204,10","R$0,00","R$0,00","R$19.371,47",,"R$19.851,00","R$19.371,47","R$0,00","R$19.851,00",3.05," -R$22,05","R$992,55","R$10,21","R$0,00","R$0,00","R$968,57"
"28 Dec, 2022",0.1,29,36," -R$177,50","R$241,50","R$0,00","R$0,00","R$11.368,48",,"R$12.612,00","R$11.368,48","R$0,00","R$12.612,00",1.24," -R$6,12","R$434,90","R$8,33","R$0,00","R$0,00","R$392,02"
"29 Dec, 2022",0.1,20,34," -R$445,30","R$213,95","R$0,00","R$0,00","R$9.688,65",,"R$10.234,00","R$9.688,65","R$0,00","R$10.234,00",1.7," -R$22,27","R$511,70","R$10,70","R$0,00","R$0,00","R$484,43"
"30 Dec, 2022",0.1,16,32," -R$107,70","R$120,40","R$0,00","R$0,00","R$11.251,70",,"R$11.239,00","R$11.251,70","R$0,00","R$11.239,00",2," -R$6,73","R$702,44","R$7,53","R$0,00","R$0,00","R$703,23"
"31 Dec, 2022",0.1,11,21,"R$0,00","R$63,75","R$0,00","R$0,00","R$5.457,75",,"R$6.354,00","R$5.457,75","R$0,00","R$6.354,00",1.91,"R$0,00","R$577,64","R$5,80","R$0,00","R$0,00","R$496,16"
Total,100.0,21654,47310," -R$472.831,17","R$295.636,34",,,"R$10.037.638,54",,"R$11.068.266,21","R$10.037.638,54",,"R$11.068.266,21",2.18," -R$21,84","R$511,14","R$13,65",,,"R$463,55"
